,LogLog,LogLinear
,rmse,rmse
full-ipsi,3.7600454998368615,3.7945404533484965
full-contra,4.2433939525284154,4.2811417607693905
cortex-ipsi,1.4779301906564992,1.5632219578511124
cortex-contra,1.9591384670559382,1.9904338715868775
