Estimator,,Expected-loss
Smoothing,,Leaf
Target,,Summary Structure
Structure,# Eval exps,
CB,4,0.04185842297608435
CTXsp,2,0.4970683981137449
HPF,62,0.08716659972309429
HY,41,0.22092905037444663
Isocortex,732,0.12452632687518138
MB,18,0.12002593782698288
MY,7,0.15506001901002345
OLF,17,0.05769648233832688
P,8,0.22862465187913283
PAL,11,0.14679975301273654
STR,45,0.04871582980079135
TH,29,0.29453529216482544
