0	0	0
0	3	0
0	5	0
0	8	0
0	11	0
0	13	0
0	16	0
0	19	0
0	21	0
0	24	0
0	27	0
0	29	0
0	32	0
0	35	0
0	37	0
0	40	0
0	43	0
0	45	0
0	48	0
0	50	0
0	53	0
0	56	0
0	58	0
0	61	0
0	64	0
0	66	0
0	69	0
0	72	0
0	74	0
0	77	0
0	80	0
0	82	0
0	85	0
0	88	0
0	90	0
0	93	0
0	96	0
0	98	0
0	101	0
0	104	0
0	106	0
0	109	0
0	112	0
0	114	0
0	117	0
0	120	0
0	122	0
0	125	0
0	128	0
0	130	0
0	133	0
0	135	0
0	138	0
0	141	0
0	143	0
0	146	0
0	149	0
0	151	0
0	154	0
0	157	0
0	159	0
0	162	0
0	165	0
0	167	0
0	170	0
0	173	0
0	175	0
0	178	0
0	181	0
0	183	0
0	186	0
0	189	0
0	191	0
0	194	0
0	197	0
0	199	0
0	202	0
0	205	0
0	207	0
0	210	0
0	213	0
0	215	0
0	218	0
0	220	0
0	223	0
0	226	0
0	228	0
0	231	0
0	234	0
0	236	0
0	239	0
0	242	0
0	244	0
0	247	0
0	250	0
0	252	0
0	255	0
3	255	0
5	255	0
8	255	0
11	255	0
13	255	0
16	255	0
19	255	0
21	255	0
24	255	0
27	255	0
29	255	0
32	255	0
35	255	0
37	255	0
40	255	0
43	255	0
45	255	0
48	255	0
50	255	0
53	255	0
56	255	0
58	255	0
61	255	0
64	255	0
66	255	0
69	255	0
72	255	0
74	255	0
77	255	0
80	255	0
82	255	0
85	255	0
88	255	0
90	255	0
93	255	0
96	255	0
98	255	0
101	255	0
104	255	0
106	255	0
109	255	0
112	255	0
114	255	0
117	255	0
120	255	0
122	255	0
125	255	0
128	255	0
130	255	0
133	255	0
135	255	0
138	255	0
141	255	0
143	255	0
146	255	0
149	255	0
151	255	0
154	255	0
157	255	0
159	255	0
162	255	0
165	255	0
167	255	0
170	255	0
173	255	0
175	255	0
178	255	0
181	255	0
183	255	0
186	255	0
189	255	0
191	255	0
194	255	0
197	255	0
199	255	0
202	255	0
205	255	0
207	255	0
210	255	0
213	255	0
215	255	0
218	255	0
220	255	0
223	255	0
226	255	0
228	255	0
231	255	0
234	255	0
236	255	0
239	255	0
242	255	0
244	255	0
247	255	0
250	255	0
252	255	0
255	255	0
255	255	4
255	255	8
255	255	12
255	255	16
255	255	20
255	255	24
255	255	28
255	255	32
255	255	36
255	255	40
255	255	45
255	255	49
255	255	53
255	255	57
255	255	61
255	255	65
255	255	69
255	255	73
255	255	77
255	255	81
255	255	85
255	255	89
255	255	93
255	255	97
255	255	101
255	255	105
255	255	109
255	255	113
255	255	117
255	255	121
255	255	125
255	255	130
255	255	134
255	255	138
255	255	142
255	255	146
255	255	150
255	255	154
255	255	158
255	255	162
255	255	166
255	255	170
255	255	174
255	255	178
255	255	182
255	255	186
255	255	190
255	255	194
255	255	198
255	255	202
255	255	206
255	255	210
255	255	215
255	255	219
255	255	223
255	255	227
255	255	231
255	255	235
255	255	239
255	255	243
255	255	247
255	255	251
255	255	255
